Time	CellId	RNTI	BWPId	SINR(dB)
0.700071	4	2	0	-0.740583
0.700071	4	1	0	8.74471
0.701071	4	3	0	26.4519
0.701071	4	2	0	-0.836386
0.701071	4	1	0	10.1752
0.705071	2	1	0	20.6789
0.705071	4	3	0	25.7713
0.705071	4	2	0	-0.88922
0.705071	4	1	0	8.56182
0.708071	4	3	0	26.6176
0.708071	4	2	0	-0.709552
0.708071	4	1	0	9.98192
0.710071	2	1	0	22.2391
0.710071	4	3	0	25.7266
0.710071	4	2	0	-0.728996
0.710071	4	1	0	8.45041
0.715071	2	1	0	22.1272
0.715071	4	3	0	25.717
0.715071	4	2	0	-0.770285
0.715071	4	1	0	8.37724
0.720071	2	1	0	20.5133
0.720071	4	3	0	25.6589
0.720071	4	2	0	-1.38917
0.720071	4	1	0	8.42353
0.725071	2	1	0	17.3753
0.725071	4	3	0	26.1328
0.725071	4	2	0	-0.848437
0.725071	4	1	0	30.0635
0.730071	2	1	0	17.5697
0.730071	4	3	0	25.9773
0.730071	4	2	0	-1.11547
0.730071	4	1	0	29.9884
0.735071	2	1	0	17.3516
0.735071	4	3	0	26.0215
0.735071	4	2	0	-1.20465
0.735071	4	1	0	30.097
0.740071	2	1	0	17.2445
0.740071	4	3	0	25.9808
0.740071	4	2	0	-1.02195
0.740071	4	1	0	30.0428
0.745071	2	1	0	17.5106
0.745071	4	3	0	26.0126
0.745071	4	2	0	-0.942903
0.745071	4	1	0	30.1225
0.750071	2	1	0	17.5773
0.750071	4	3	0	26.0607
0.750071	4	2	0	-1.03464
0.750071	4	1	0	29.9355
0.755071	2	1	0	17.6294
0.755071	4	3	0	26.0841
0.755071	4	2	0	-0.651679
0.755071	4	1	0	29.9138
0.760071	2	1	0	17.6803
0.760071	4	3	0	26.2555
0.760071	4	2	0	-0.73334
0.760071	4	1	0	29.8185
0.765071	2	1	0	17.6794
0.765071	4	3	0	26.2677
0.765071	4	2	0	-0.724858
0.765071	4	1	0	29.8497
0.770071	2	1	0	17.7177
0.770071	4	3	0	26.0977
0.770071	4	2	0	-0.885778
0.770071	4	1	0	29.834
0.771071	4	3	0	27.3318
0.771071	4	2	0	-0.504493
0.771071	4	1	0	30.3925
0.775071	2	1	0	17.9239
0.775071	4	3	0	26.1531
0.775071	4	2	0	-0.99073
0.775071	4	1	0	29.8048
0.779071	2	1	0	17.9576
0.780071	2	1	0	17.8111
0.780071	4	3	0	26.1456
0.780071	4	2	0	-1.27759
0.780071	4	1	0	29.8337
0.781071	4	3	0	27.2723
0.781071	4	2	0	-0.765646
0.781071	4	1	0	30.4678
0.785071	2	1	0	17.4176
0.785071	4	3	0	26.1147
0.785071	4	2	0	-1.39705
0.785071	4	1	0	29.8065
0.788071	4	3	0	27.1275
0.788071	4	2	0	-0.736382
0.788071	4	1	0	30.5207
0.790071	2	1	0	17.3766
0.790071	4	3	0	26.1408
0.790071	4	2	0	-1.49869
0.790071	4	1	0	30.0134
0.795071	2	1	0	17.5382
0.795071	4	3	0	25.8467
0.795071	4	2	0	-1.57085
0.795071	4	1	0	30.1266
0.800071	2	1	0	17.4431
0.800071	4	3	0	25.6913
0.800071	4	2	0	-1.66787
0.800071	4	1	0	30.1336
0.805071	2	1	0	17.9852
0.805071	4	3	0	25.6658
0.805071	4	2	0	-1.8326
0.805071	4	1	0	30.1648
0.810071	2	1	0	17.8322
0.810071	4	3	0	25.7462
0.810071	4	2	0	-1.76937
0.810071	4	1	0	30.3182
0.815071	2	1	0	17.3793
0.815071	4	3	0	25.9309
0.815071	4	2	0	-1.73609
0.815071	4	1	0	30.4256
0.820071	2	1	0	17.4075
0.820071	4	3	0	25.8439
0.820071	4	2	0	-1.78841
0.820071	4	1	0	30.3512
0.825071	2	1	0	17.1018
0.825071	4	3	0	25.8005
0.825071	4	2	0	-1.45531
0.825071	4	1	0	30.4552
0.830071	2	1	0	32.7075
0.830071	4	3	0	7.95277
0.830071	4	2	0	32.6932
0.830071	4	1	0	1.83464
0.835071	2	1	0	32.6544
0.835071	4	3	0	9.35486
0.835071	4	2	0	32.5759
0.835071	4	1	0	1.52546
0.840071	2	1	0	32.4887
0.840071	4	3	0	8.97836
0.840071	4	2	0	32.4881
0.840071	4	1	0	1.4567
0.845071	2	1	0	32.1669
0.845071	4	3	0	9.31778
0.845071	4	2	0	32.4123
0.845071	4	1	0	1.75132
0.850071	2	1	0	32.1549
0.850071	4	3	0	9.28246
0.850071	4	2	0	32.5674
0.850071	4	1	0	1.67865
0.851071	4	3	0	9.78533
0.851071	4	2	0	32.7661
0.851071	4	1	0	3.26277
0.855071	2	1	0	32.1966
0.855071	4	3	0	9.05221
0.855071	4	2	0	32.4748
0.855071	4	1	0	1.17257
0.859071	2	1	0	32.6262
0.860071	2	1	0	32.2325
0.860071	4	3	0	9.01662
0.860071	4	2	0	32.4929
0.860071	4	1	0	1.16989
0.861071	4	3	0	9.70749
0.861071	4	2	0	32.7765
0.861071	4	1	0	2.94336
0.865071	2	1	0	32.2884
0.865071	4	3	0	9.0748
0.865071	4	2	0	32.5783
0.865071	4	1	0	0.809967
0.868071	4	3	0	9.32794
0.868071	4	2	0	32.8017
0.868071	4	1	0	2.19809
0.870071	2	1	0	32.3302
0.870071	4	3	0	8.7716
0.870071	4	2	0	32.5838
0.870071	4	1	0	0.0872576
0.875071	2	1	0	32.4041
0.875071	4	3	0	8.89136
0.875071	4	2	0	32.8315
0.875071	4	1	0	0.0687934
0.880071	2	1	0	32.4495
0.880071	4	3	0	8.92322
0.880071	4	2	0	33.0158
0.880071	4	1	0	0.485302
0.885071	2	1	0	32.401
0.885071	4	3	0	8.91164
0.885071	4	2	0	32.8958
0.885071	4	1	0	0.673576
0.890071	2	1	0	32.4137
0.890071	4	3	0	9.19386
0.890071	4	2	0	33.0361
0.890071	4	1	0	0.710613
0.895071	2	1	0	32.499
0.895071	4	3	0	8.99338
0.895071	4	2	0	33.2103
0.895071	4	1	0	0.57384
0.900071	2	1	0	32.3774
0.900071	4	3	0	9.08802
0.900071	4	2	0	33.1596
0.900071	4	1	0	0.580537
0.905071	2	1	0	32.2023
0.905071	4	3	0	9.32273
0.905071	4	2	0	33.1834
0.905071	4	1	0	0.395938
0.910071	2	1	0	32.2228
0.910071	4	3	0	9.00748
0.910071	4	2	0	33.0556
0.910071	4	1	0	0.448163
0.915071	2	1	0	32.2073
0.915071	4	3	0	8.82699
0.915071	4	2	0	32.9666
0.915071	4	1	0	0.69906
0.920071	2	1	0	32.2885
0.920071	4	3	0	9.20485
0.920071	4	2	0	32.9772
0.920071	4	1	0	1.00491
0.925071	2	1	0	32.077
0.925071	4	3	0	8.87353
0.925071	4	2	0	33.1068
0.925071	4	1	0	0.690138
0.930071	2	1	0	32.1488
0.930071	4	3	0	9.34382
0.930071	4	2	0	32.5473
0.930071	4	1	0	0.314913
0.931071	4	3	0	12.3699
0.931071	4	2	0	31.72
0.931071	4	1	0	0.243431
0.935071	2	1	0	18.7601
0.935071	4	3	0	12.1717
0.935071	4	2	0	31.2893
0.935071	4	1	0	-0.502427
0.939071	2	1	0	18.9269
0.940071	2	1	0	18.3816
0.940071	4	3	0	11.1871
0.940071	4	2	0	31.4272
0.940071	4	1	0	-0.429159
0.941071	4	3	0	12.2215
0.941071	4	2	0	32.0347
0.941071	4	1	0	0.281321
0.945071	2	1	0	18.8811
0.945071	4	3	0	11.0679
0.945071	4	2	0	31.5287
0.945071	4	1	0	-0.800468
0.948071	4	3	0	12.2959
0.948071	4	2	0	32.0737
0.948071	4	1	0	0.437228
0.950071	2	1	0	18.2194
0.950071	4	3	0	10.9473
0.950071	4	2	0	31.5164
0.950071	4	1	0	-0.406889
0.955071	2	1	0	18.4105
0.955071	4	3	0	11.0628
0.955071	4	2	0	31.5292
0.955071	4	1	0	-0.528288
0.960071	2	1	0	18.4488
0.960071	4	3	0	10.8197
0.960071	4	2	0	31.6003
0.960071	4	1	0	-0.722229
0.965071	2	1	0	18.4936
0.965071	4	3	0	10.9119
0.965071	4	2	0	31.7619
0.965071	4	1	0	-0.615889
0.970071	2	1	0	18.4749
0.970071	4	3	0	10.8471
0.970071	4	2	0	31.7191
0.970071	4	1	0	-0.787661
0.975071	2	1	0	17.751
0.975071	4	3	0	10.8504
0.975071	4	2	0	31.8096
0.975071	4	1	0	-0.734917
0.980071	2	1	0	18.1037
0.980071	4	3	0	10.8339
0.980071	4	2	0	31.8063
0.980071	4	1	0	-1.00326
0.985071	2	1	0	17.674
0.985071	4	3	0	10.6127
0.985071	4	2	0	31.7506
0.985071	4	1	0	-1.21463
0.990071	2	1	0	17.5914
0.990071	4	3	0	10.8898
0.990071	4	2	0	31.8603
0.990071	4	1	0	-0.912867
0.995071	2	1	0	17.779
0.995071	4	3	0	10.5007
0.995071	4	2	0	31.8354
0.995071	4	1	0	-1.2413
1.00007	2	1	0	17.1326
1.00007	4	3	0	10.811
1.00007	4	2	0	31.7842
1.00007	4	1	0	-0.981939
1.00507	2	1	0	17.5771
1.00507	4	3	0	10.5935
1.00507	4	2	0	31.6604
1.00507	4	1	0	-0.807339
1.01007	2	1	0	16.9453
1.01007	4	3	0	10.8285
1.01007	4	2	0	31.566
1.01007	4	1	0	-0.858745
1.01107	4	3	0	12.0416
1.01107	4	2	0	32.2276
1.01107	4	1	0	0.104721
1.01507	2	1	0	17.5369
1.01507	4	3	0	10.9088
1.01507	4	2	0	31.6381
1.01507	4	1	0	-0.36098
1.01907	2	1	0	18.2565
1.02007	2	1	0	17.3674
1.02007	4	3	0	10.8315
1.02007	4	2	0	31.6079
1.02007	4	1	0	-0.478771
1.02107	4	3	0	12.0624
1.02107	4	2	0	32.1577
1.02107	4	1	0	0.494423
1.02507	2	1	0	16.5902
1.02507	4	3	0	10.9735
1.02507	4	2	0	31.497
1.02507	4	1	0	-0.337886
1.02807	4	3	0	12.0735
1.02807	4	2	0	32.1888
1.02807	4	1	0	0.400905
1.03007	2	1	0	17.0327
1.03007	4	3	0	10.8248
1.03007	4	2	0	31.6042
1.03007	4	1	0	-0.43577
